Binomial,Intro,Est,Spread,NoLocs,LG,BM,GT,WA,NBM,LS,LY,AFB,RL,OV
Rheithrosciurus_macrotis,0,NA,NA,NA,NA,1353.27,NA,NA,NA,NA,NA,NA,NA,NA
Rheomys_mexicanus,0,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA
Rheomys_raptor,0,NA,NA,NA,NA,38,NA,NA,NA,0.97,NA,NA,NA,NA
Rheomys_thomasi,0,NA,NA,NA,NA,40,NA,NA,NA,0.97,NA,NA,NA,NA
Rhinoceros_sondaicus,0,NA,NA,NA,40,1750000,486.66,509.21,NA,1,0.32,1277.5,13322.5,0.085616438
Rhinoceros_unicornis,0,NA,NA,NA,49,1843655.8,478.99,339.47,61326.59,1.41,0.3,2618.87,15266.13,0.079697125
Rhinolophus_acuminatus,0,NA,NA,NA,NA,12.1,NA,NA,NA,1,NA,NA,NA,NA
Rhinolophus_affinis,0,NA,NA,NA,NA,13.7,NA,NA,NA,0.99,2,NA,NA,NA
Rhinolophus_alcyone,0,NA,NA,NA,NA,18.62,NA,NA,NA,0.98,NA,NA,NA,NA
Rhinolophus_arcuatus,0,NA,NA,NA,NA,8.98,NA,NA,NA,NA,NA,NA,NA,NA
Rhinolophus_blasii,0,NA,NA,NA,NA,10.29,91.24,NA,NA,NA,NA,NA,NA,NA
Rhinolophus_bocharicus,0,NA,NA,NA,NA,15.05,NA,NA,NA,NA,NA,NA,NA,NA
Rhinolophus_capensis,0,NA,NA,NA,NA,12.87,107.97,60.41,NA,0.99,1,197.7,NA,NA
Rhinolophus_coelophyllus,0,NA,NA,NA,NA,7.07,NA,NA,NA,NA,NA,NA,NA,NA
Rhinolophus_cornutus,0,NA,NA,NA,NA,7.27,NA,41.85,2.57,1,NA,NA,NA,NA
Rhinolophus_darlingi,0,NA,NA,NA,NA,8.94,NA,NA,NA,1.96,NA,NA,NA,NA
Rhinolophus_denti,0,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA
Rhinolophus_eloquens,0,NA,NA,NA,NA,19.15,NA,NA,NA,NA,NA,NA,NA,NA
Rhinolophus_euryale,0,NA,NA,NA,13,9.25,92.54,105.72,3.89,1,1,821.25,3923.75,0.093023256
Rhinolophus_euryotis,0,NA,NA,NA,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA
Rhinolophus_ferrumequinum,1,0,NA,1,30.5,22.59,91.24,45.87,5.64,0.98,1,1277.5,9855,0.037037037
Rhinolophus_fumigatus,0,NA,NA,NA,NA,13.09,92.54,60.41,NA,0.99,1,NA,NA,NA
Rhinolophus_hildebrandtii,0,NA,NA,NA,NA,25.99,92.54,NA,NA,0.99,1,NA,NA,NA
Rhinolophus_hilli,0,NA,NA,NA,NA,13.6,NA,NA,NA,NA,NA,NA,NA,NA
Rhinolophus_hipposideros,0,NA,NA,NA,29.4,4.57,75.51,33.2,2.1,1,1,501.87,10229.13,0.035682409
Rhinolophus_inops,0,NA,NA,NA,NA,13.65,NA,NA,NA,NA,NA,NA,NA,NA
Rhinolophus_keyensis,0,NA,NA,NA,NA,6.26,NA,NA,NA,1,NA,NA,NA,NA
Rhinolophus_landeri,0,NA,NA,NA,NA,9.39,119.61,60.41,NA,0.99,NA,NA,NA,NA
Rhinolophus_lepidus,0,NA,NA,NA,NA,5.46,NA,NA,NA,1,NA,NA,NA,NA
Rhinolophus_luctus,0,NA,NA,NA,NA,34.07,NA,NA,NA,0.99,NA,NA,NA,NA
Rhinolophus_maclaudi,0,NA,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA
Rhinolophus_macrotis,0,NA,NA,NA,NA,6.18,NA,NA,NA,0.98,NA,NA,NA,NA
Rhinolophus_malayanus,0,NA,NA,NA,NA,6.73,NA,NA,NA,NA,NA,NA,NA,NA
Rhinolophus_marshalli,0,NA,NA,NA,NA,5.02,NA,NA,NA,NA,NA,NA,NA,NA
Rhinolophus_megaphyllus,0,NA,NA,NA,NA,10.17,125.14,57.22,NA,1,1,NA,NA,NA
Rhinolophus_mehelyi,0,NA,NA,NA,NA,14.03,NA,NA,NA,NA,NA,NA,NA,NA
Rhinolophus_paradoxolophus,0,NA,NA,NA,NA,8.17,NA,NA,NA,NA,NA,NA,NA,NA
Rhinolophus_pearsonii,0,NA,NA,NA,NA,11.55,NA,NA,NA,NA,NA,NA,NA,NA
Rhinolophus_philippinensis,0,NA,NA,NA,NA,10.91,NA,NA,NA,NA,NA,NA,NA,NA
Rhinolophus_pusillus,0,NA,NA,NA,NA,5.15,NA,NA,NA,1,NA,NA,NA,NA
Rhinolophus_robinsoni,0,NA,NA,NA,NA,8.54,NA,NA,NA,NA,NA,NA,NA,NA
Rhinolophus_rouxii,0,NA,NA,NA,5,12.25,123.54,59.42,2.86,0.99,1,735.06,1089.94,0.334880819
Rhinolophus_sedulus,0,NA,NA,NA,NA,8.74,NA,NA,NA,NA,NA,NA,NA,NA
Rhinolophus_shameli,0,NA,NA,NA,NA,9.61,NA,NA,NA,NA,NA,NA,NA,NA
Rhinolophus_simulator,0,NA,NA,NA,NA,8.13,91.24,NA,NA,0.99,NA,NA,NA,NA
Rhinolophus_stheno,0,NA,NA,NA,NA,7.92,NA,NA,NA,0.98,NA,NA,NA,NA
Rhinolophus_swinnyi,0,NA,NA,NA,NA,7.07,91.24,NA,NA,0.98,NA,NA,NA,NA
Rhinolophus_thomasi,0,NA,NA,NA,NA,8.26,NA,NA,NA,NA,NA,NA,NA,NA
Rhinolophus_trifoliatus,0,NA,NA,NA,NA,15.16,NA,NA,NA,NA,NA,NA,NA,NA
Rhinolophus_virgo,0,NA,NA,NA,NA,6.06,NA,NA,NA,NA,NA,NA,NA,NA
Rhinolophus_yunanensis,0,NA,NA,NA,NA,19.33,NA,NA,NA,NA,NA,NA,NA,NA
Rhinonicteris_aurantia,0,NA,NA,NA,NA,8.99,148.4,59.99,2.52,1,1,365,NA,NA
Rhinophylla_fischerae,0,NA,NA,NA,NA,9.6,NA,NA,NA,0.98,NA,NA,NA,NA
Rhinophylla_pumilio,0,NA,NA,NA,NA,9.58,NA,NA,NA,0.98,NA,NA,NA,NA
Rhinopithecus_avunculus,0,NA,NA,NA,NA,9086.19,200,NA,NA,1,NA,NA,NA,NA
Rhinopithecus_bieti,0,NA,NA,NA,NA,11000.54,170,NA,424.72,NA,NA,NA,NA,NA
Rhinopithecus_brelichi,0,NA,NA,NA,NA,12267.15,200,NA,NA,1,NA,NA,NA,NA
Rhinopithecus_roxellana,0,NA,NA,NA,NA,13456.8,199.34,NA,NA,1,NA,NA,NA,NA
Rhinopoma_hardwickii,0,NA,NA,NA,NA,13.1,98.28,52.04,2.5,0.99,1,365,NA,NA
Rhinopoma_microphyllum,0,NA,NA,NA,NA,28.02,114.87,31.3,4.99,1,1,668.15,NA,NA
Rhinopoma_muscatellum,0,NA,NA,NA,NA,9.13,NA,NA,NA,NA,NA,NA,NA,NA
Rhinosciurus_laticaudatus,0,NA,NA,NA,NA,230.3,NA,NA,NA,1.39,NA,NA,NA,NA
Rhipidomys_austrinus,0,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA
Rhipidomys_caucensis,0,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA
Rhipidomys_couesi,0,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA
Rhipidomys_fulviventer,0,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA
Rhipidomys_latimanus,0,NA,NA,NA,NA,57.5,NA,NA,NA,2,NA,NA,NA,NA
Rhipidomys_macconnelli,0,NA,NA,NA,NA,41.59,NA,NA,NA,NA,NA,NA,NA,NA
Rhipidomys_mastacalis,0,NA,NA,NA,NA,100,NA,NA,NA,3.8,3.5,NA,NA,NA
Rhipidomys_nitela,0,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA
Rhipidomys_ochrogaster,0,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA
Rhipidomys_venezuelae,0,NA,NA,NA,NA,89.99,NA,NA,NA,NA,NA,NA,NA,NA
Rhipidomys_venustus,0,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA
Rhipidomys_wetzeli,0,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA
Rhizomys_pruinosus,0,NA,NA,NA,NA,2450,NA,120.75,NA,3,NA,NA,NA,NA
Rhizomys_sinensis,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
Rhizomys_sumatrensis,1,NA,NA,1,4,2500,21.99,69.25,NA,4,NA,NA,NA,NA
Rhogeessa_minutilla,0,NA,NA,NA,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA
Rhogeessa_parvula,0,NA,NA,NA,NA,4.37,NA,NA,NA,1.98,NA,NA,NA,NA
Rhogeessa_tumida,0,NA,NA,NA,NA,4.58,NA,NA,NA,1.4,NA,NA,NA,NA
Rhombomys_opimus,0,NA,NA,NA,4.5,143,27.5,23.15,4.75,4.59,3.25,106.4583333,1536.041667,0.073115004
Rhynchocyon_chrysopygus,0,NA,NA,NA,11,535.2,42.27,14,80,1.22,4.5,38.02083333,3976.979167,0.020395156
Rhynchocyon_cirnei,0,NA,NA,NA,NA,424.92,NA,NA,NA,1.93,4.5,NA,NA,NA
Rhynchocyon_petersi,0,NA,NA,NA,NA,423.99,NA,NA,NA,1.93,NA,NA,NA,NA
Rhynchogale_melleri,0,NA,NA,NA,NA,2240.33,NA,NA,NA,2,NA,NA,NA,NA
Rhyncholestes_raphanurus,0,NA,NA,NA,NA,21.94,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchomys_isarogensis,0,NA,NA,NA,NA,122.29,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchonycteris_naso,0,NA,NA,NA,NA,4.14,NA,70.86,0.98,0.99,2,547.5,NA,NA
Romerolagus_diazi,0,NA,NA,NA,NA,465.58,39.26,28.71,25.86,2.1,NA,192.5375,NA,NA
Rousettus_aegyptiacus,1,0,NA,1,25,134,123.39,105,19.13,1.07,2,456.25,8668.75,0.021052632
Rousettus_amplexicaudatus,0,NA,NA,NA,NA,74.37,101.38,86.16,12,0.99,2,304.16,NA,NA
Rousettus_bidens,0,NA,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA
Rousettus_celebensis,0,NA,NA,NA,NA,63.07,NA,NA,NA,1,NA,NA,NA,NA
Rousettus_lanosus,0,NA,NA,NA,18.7,104.78,NA,NA,NA,NA,NA,NA,NA,NA
Rousettus_leschenaultii,0,NA,NA,NA,NA,84.88,121.66,52.34,12,1.01,2,278.81,NA,NA
Rousettus_madagascariensis,0,NA,NA,NA,NA,65.72,126.88,NA,NA,1.22,NA,NA,NA,NA
Rousettus_obliviosus,0,NA,NA,NA,NA,45.32,NA,NA,NA,0.98,NA,NA,NA,NA
Rousettus_spinalatus,0,NA,NA,NA,NA,92.32,NA,NA,NA,1,NA,NA,NA,NA
Rucervus_duvaucelii,1,0,NA,2,23,171223.86,245,210,NA,1,1,1095,7300,0.05
Rucervus_eldii,0,NA,NA,NA,20.5,95471.61,240.19,220.26,4674.98,1.01,1,958.12,6524.38,0.055944013
Rupicapra_pyrenaica,0,NA,NA,NA,NA,29999.99,NA,NA,NA,NA,NA,NA,NA,NA
Rupicapra_rupicapra,1,1,1,4,22,33266.35,178.32,76.04,2250,1,0.94,1368.75,6661.25,0.058292043
Rusa_alfredi,0,NA,NA,NA,18.5,46475.04,243.33,NA,NA,NA,NA,NA,NA,NA
Rusa_marianna,0,NA,NA,NA,NA,49457.61,NA,NA,NA,NA,NA,NA,NA,NA
Rusa_timorensis,1,1,1,32,20,66375.5,250.29,227.47,2532,1,1,630,6670,0.054722639
Rusa_unicolor,1,1,1,9,26.4,177522.9,246,70,10270,1,1,788.4,8847.6,0.041254125
Ruwenzorisorex_suncoides,0,NA,NA,NA,NA,18.2,NA,NA,NA,NA,NA,NA,NA,NA
Saccolaimus_flaviventris,0,NA,NA,NA,NA,45.25,NA,NA,NA,NA,2,NA,NA,NA
Saccolaimus_peli,0,NA,NA,NA,NA,53.35,NA,NA,NA,1,NA,NA,NA,NA
Saccolaimus_saccolaimus,0,NA,NA,NA,NA,43,NA,NA,NA,1,NA,NA,NA,NA
Saccopteryx_bilineata,0,NA,NA,NA,6,8.08,NA,59.99,3.49,0.99,1,365,1825,0.2
Saccopteryx_canescens,0,NA,NA,NA,NA,3.41,NA,NA,NA,1,NA,NA,NA,NA
Saccostomus_campestris,0,NA,NA,NA,4.5,50.33,20.84,28.97,2.59,6.75,NA,96,1546.5,NA
Saccostomus_mearnsi,0,NA,NA,NA,NA,64.91,NA,NA,NA,5.75,NA,NA,NA,NA
Saguinus_bicolor,0,NA,NA,NA,19,465,158.16,NA,NA,2,NA,NA,NA,NA
Saguinus_fuscicollis,0,NA,NA,NA,24.9,393.99,148,90.1,39.18,1.83,1,850.45,8238.05,0.044306602
Saguinus_geoffroyi,0,NA,NA,NA,20.5,492.5,142.0458333,55.6625,47.84,1.97,NA,547.5,6935,NA
Saguinus_imperator,0,NA,NA,NA,23.7,407.91,NA,NA,46.55,NA,NA,NA,NA,NA
Saguinus_inustus,0,NA,NA,NA,NA,803,NA,NA,NA,NA,NA,NA,NA,NA
Saguinus_labiatus,0,NA,NA,NA,20.5,508.46,144.16,226.9083333,40.67,1.84,1.2,NA,NA,NA
Saguinus_leucopus,0,NA,NA,NA,15.2,456.68,142.5,NA,43.76,2,NA,NA,NA,NA
Saguinus_midas,0,NA,NA,NA,21,540.56,138.24,69.6,39.78,2.02,1.36,730,6935,0.03869969
Saguinus_mystax,0,NA,NA,NA,20,555.87,148.28,170.9416667,46.65,1.93,NA,NA,NA,NA
Saguinus_nigricollis,0,NA,NA,NA,20.2,450,NA,82.53,43.58,1.82,NA,850.45,6522.55,NA
Saguinus_oedipus,0,NA,NA,NA,26.2,462.04,166.49,49.85,41,1.9,1,942.91,8620.09,0.042342945
Saguinus_tripartitus,0,NA,NA,NA,NA,385.05,NA,NA,NA,NA,NA,NA,NA,NA
Saiga_tatarica,0,NA,NA,NA,12,37734.01,148.49,83.64,3326.46,1.5,1,278.49672,4101.50328,0.088991761
Saimiri_boliviensis,0,NA,NA,NA,30.3,799.45,157.79,NA,NA,1.02,NA,NA,NA,NA
Saimiri_oerstedii,0,NA,NA,NA,NA,714.18,161,362.93,NA,1.01,NA,NA,NA,NA
Saimiri_sciureus,1,1,0,2,30.2,749.47,164.09,177.41,107.5,1,1.33,1073.25,9949.75,0.02758221
Saimiri_ustus,0,NA,NA,NA,NA,886.47,NA,238.64,NA,1.02,NA,NA,NA,NA
Saimiri_vanzolinii,0,NA,NA,NA,NA,783.77,NA,NA,NA,1.02,NA,NA,NA,NA
Salanoia_concolor,0,NA,NA,NA,4.8,711.49,NA,NA,NA,NA,NA,NA,NA,NA
Salpingotulus_michaelis,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
Salpingotus_crassicauda,0,NA,NA,NA,NA,NA,NA,NA,NA,2.59,2,NA,NA,NA
Sarcophilus_harrisii,0,NA,NA,NA,13,8202.25,21,243.33,0.02,2.88,1,NA,NA,NA
Sauromys_petrophilus,0,NA,NA,NA,NA,14.25,NA,NA,NA,NA,NA,NA,NA,NA
Scalopus_aquaticus,0,NA,NA,NA,6.2,87.15,41.99,30.18,5.35,3.89,1,312.3791667,1950.620833,0.187119913
Scapanus_latimanus,0,NA,NA,NA,3,62.46,40,NA,NA,3.49,1,NA,NA,NA
Scapanus_orarius,0,NA,NA,NA,3,62.13,40,30.41666667,NA,3.24,1,304.1666667,790.8333333,0.461538462
Scapanus_townsendii,0,NA,NA,NA,NA,118.8,35.5875,30.41666667,NA,2.86,1,304.1666667,NA,NA
Scapteromys_tumidus,0,NA,NA,NA,NA,146,NA,NA,NA,3.63,NA,NA,NA,NA
Sciurillus_pusillus,0,NA,NA,NA,NA,34.91,NA,NA,NA,1.94,NA,NA,NA,NA
Sciurus_aestuans,0,NA,NA,NA,NA,177.34,NA,NA,NA,NA,NA,NA,NA,NA
Sciurus_alleni,0,NA,NA,NA,NA,465.14,NA,NA,NA,3,NA,NA,NA,NA
Sciurus_anomalus,1,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
Sciurus_arizonensis,0,NA,NA,NA,NA,646.99,NA,NA,NA,3.09,1,NA,NA,NA
Sciurus_aureogaster,1,1,NA,2,11.5,455.57,NA,NA,NA,1.94,NA,NA,NA,NA
Sciurus_carolinensis,1,1,1,50,24,545.4,44.79,69.47,15.17,2.98,2,365,8395,0.02173913
Sciurus_colliaei,0,NA,NA,NA,NA,498,NA,NA,NA,2.66,NA,NA,NA,NA
Sciurus_deppei,0,NA,NA,NA,NA,249.5,NA,NA,NA,2.91,NA,NA,NA,NA
Sciurus_gilvigularis,0,NA,NA,NA,NA,803,NA,NA,NA,NA,NA,NA,NA,NA
Sciurus_granatensis,0,NA,NA,NA,11.5,318.44,NA,60.83333333,9.5,1.9,2.5,NA,NA,NA
Sciurus_griseus,0,NA,NA,NA,10,703.85,43.49,60.83333333,NA,2.65,1,319.375,3330.625,0.109589041
Sciurus_ignitus,0,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA
Sciurus_igniventris,0,NA,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA
Sciurus_lis,0,NA,NA,NA,NA,264.3,NA,NA,NA,NA,NA,NA,NA,NA
Sciurus_nayaritensis,0,NA,NA,NA,NA,697,NA,NA,NA,2.43,1,NA,NA,NA
Sciurus_niger,1,1,NA,7,16,803.7,45.350832,76.092,15,2.71,1.64,359.458608,5480.541392,0.040609305
Sciurus_oculatus,0,NA,NA,NA,NA,649.98,NA,NA,NA,NA,NA,NA,NA,NA
Sciurus_pucheranii,0,NA,NA,NA,NA,803,NA,NA,NA,NA,NA,NA,NA,NA
Sciurus_pyrrhinus,0,NA,NA,NA,NA,482,NA,NA,NA,NA,NA,NA,NA,NA
Sciurus_richmondi,0,NA,NA,NA,NA,237.51,NA,NA,NA,2.59,NA,NA,NA,NA
Sciurus_sanborni,0,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,NA
Sciurus_spadiceus,0,NA,NA,NA,NA,403.32,NA,NA,NA,NA,NA,NA,NA,NA
Sciurus_stramineus,0,NA,NA,NA,NA,433.3,NA,NA,NA,NA,NA,NA,NA,NA
Sciurus_variegatoides,0,NA,NA,NA,15.1,485,NA,NA,NA,4.99,NA,NA,NA,NA
Sciurus_vulgaris,1,1,1,9,14.8,333,38,64.51,8.83,4.5,2,273.75,5128.25,0.035587189
Sciurus_yucatanensis,0,NA,NA,NA,NA,225,NA,NA,NA,3,NA,NA,NA,NA
Scleronycteris_ega,0,NA,NA,NA,NA,49.54,NA,NA,NA,NA,NA,NA,NA,NA
Scolomys_melanops,0,NA,NA,NA,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA
Scolomys_ucayalensis,0,NA,NA,NA,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA
Scoteanax_rueppellii,0,NA,NA,NA,NA,26.41,NA,NA,NA,1,NA,NA,NA,NA
Scotinomys_teguina,0,NA,NA,NA,NA,11.59,31.2,21,1.11,2.46,NA,34.37083333,NA,NA
Scotinomys_xerampelinus,0,NA,NA,NA,NA,15.07,33.53,24.5,1.11,3.08,NA,52.62083333,NA,NA
Scotoecus_albigula,0,NA,NA,NA,NA,10.08,NA,NA,NA,NA,NA,NA,NA,NA
Scotoecus_albofuscus,0,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA
Scotoecus_hindei,0,NA,NA,NA,NA,10.41,NA,NA,NA,NA,NA,NA,NA,NA
Scotoecus_hirundo,0,NA,NA,NA,NA,8.45,NA,NA,NA,1.96,NA,NA,NA,NA
Scotomanes_ornatus,0,NA,NA,NA,NA,22.24,NA,NA,NA,NA,NA,NA,NA,NA
Scotonycteris_ophiodon,0,NA,NA,NA,NA,69.42,NA,NA,3.7,0.98,NA,NA,NA,NA
Scotonycteris_zenkeri,0,NA,NA,NA,NA,21.3,NA,NA,NA,0.99,NA,NA,NA,NA
Scotophilus_borbonicus,0,NA,NA,NA,NA,19.02,185.3,NA,NA,2,1,NA,NA,NA
Scotophilus_dinganii,0,NA,NA,NA,NA,25.12,NA,NA,NA,2.2,NA,NA,NA,NA
Scotophilus_heathii,0,NA,NA,NA,NA,36.13,112.7,19.17,5.49,1.92,1,286.42,NA,NA
Scotophilus_kuhlii,0,NA,NA,NA,NA,20.31,110,38.35,6.5,1.5,1,365,NA,NA
Scotophilus_leucogaster,0,NA,NA,NA,NA,20.24,228.12,NA,NA,1.38,NA,NA,NA,NA
Scotophilus_nigrita,0,NA,NA,NA,NA,27.34,NA,NA,NA,1.5,NA,NA,NA,NA
Scotophilus_nux,0,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
Scotophilus_viridis,0,NA,NA,NA,NA,19.81,NA,NA,NA,2,NA,NA,NA,NA
Scotorepens_balstoni,0,NA,NA,NA,NA,11.92,212.91,44.58,2.39,1.41,NA,NA,NA,NA
Scotorepens_greyii,0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
Scotorepens_orion,0,NA,NA,NA,NA,11.83,NA,NA,NA,NA,NA,NA,NA,NA
Scotorepens_sanborni,0,NA,NA,NA,NA,8.13,NA,NA,NA,NA,NA,NA,NA,NA
Scotozous_dormeri,0,NA,NA,NA,NA,6.79,NA,NA,1.7,1.08,NA,NA,NA,NA
Scutisorex_somereni,0,NA,NA,NA,NA,91.49,NA,NA,NA,1.85,NA,NA,NA,NA
Sekeetamys_calurus,0,NA,NA,NA,7.3,56.61,NA,NA,NA,2.9,NA,NA,NA,NA
Selevinia_betpakdalaensis,0,NA,NA,NA,NA,17.12,NA,NA,NA,6.9,NA,NA,NA,NA
Semnopithecus_entellus,0,NA,NA,NA,29,12679.29,197.7,402.1,499.83,1.02,0.67,1335.9,9249.1,0.058900446
Semnopithecus_hypoleucos,0,NA,NA,NA,NA,10026.65,NA,NA,NA,NA,NA,NA,NA,NA
Setifer_setosus,0,NA,NA,NA,14.1,263.22,57.63,25.22,24.7,3.24,1.5,197.1,4949.4,0.049164208
Setonix_brachyurus,0,NA,NA,NA,13.8,3027.67,27.89,308.24,0.36,1,1.4,410.62,4626.38,0.056353842
Sicista_betulina,0,NA,NA,NA,4,8.92,31.5,31.21,NA,5.29,1,353.1375,1106.8625,0.329760923
Sicista_napaea,0,NA,NA,NA,NA,10,20,NA,NA,3.49,1,NA,NA,NA
Sicista_subtilis,0,NA,NA,NA,NA,11.75,NA,NA,NA,NA,1,NA,NA,NA
Sicista_tianshanica,0,NA,NA,NA,NA,NA,NA,NA,NA,4.37,1,NA,NA,NA
Sigmodon_alleni,0,NA,NA,NA,NA,174.09,36.5,NA,NA,NA,NA,87,NA,NA
Sigmodon_alstoni,0,NA,NA,NA,NA,55.7,NA,NA,NA,5.18,5,60.83333333,NA,NA
Sigmodon_arizonae,0,NA,NA,NA,NA,198,NA,NA,NA,NA,NA,NA,NA,NA
Sigmodon_fulviventer,0,NA,NA,NA,NA,195.94,36.5,NA,NA,7.5,NA,77,NA,NA
Sigmodon_hispidus,0,NA,NA,NA,5.2,110.65,27,15.29,6.6,5.44,2,65,1833,0.099563557
Sigmodon_inopinatus,0,NA,NA,NA,NA,140.5,NA,NA,NA,NA,NA,NA,NA,NA
Sigmodon_leucotis,0,NA,NA,NA,NA,131.78,34.99,NA,NA,NA,NA,NA,NA,NA
Sigmodon_mascotensis,0,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA
Sigmodon_ochrognathus,0,NA,NA,NA,NA,122,34.59,15,5.55,3,NA,71,NA,NA
Simias_concolor,0,NA,NA,NA,NA,7393.9,NA,NA,NA,1.02,NA,NA,NA,NA
Sminthopsis_aitkeni,0,NA,NA,NA,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA
Sminthopsis_archeri,0,NA,NA,NA,NA,16,NA,NA,NA,8.15,NA,NA,NA,NA
Sminthopsis_butleri,0,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
Sminthopsis_crassicaudata,0,NA,NA,NA,5,15.98,16,70,0.01,6.52,2,144,1681,0.10856633
Sminthopsis_dolichura,0,NA,NA,NA,3.17,14.39,NA,NA,NA,7.2,NA,NA,NA,NA
Sminthopsis_douglasi,0,NA,NA,NA,NA,54.99,NA,NA,NA,6.78,NA,NA,NA,NA
Sminthopsis_gilberti,0,NA,NA,NA,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA
Sminthopsis_granulipes,0,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
Sminthopsis_griseoventer,0,NA,NA,NA,3.6,17.5,NA,NA,NA,NA,NA,NA,NA,NA
Sminthopsis_hirtipes,0,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
Sminthopsis_leucopus,0,NA,NA,NA,2.5,23.36,17.32,84.51,NA,8.4,1,NA,NA,NA
Sminthopsis_longicaudata,0,NA,NA,NA,5,18,14.21,NA,NA,4.24,NA,NA,NA,NA
Sminthopsis_macroura,0,NA,NA,NA,4.9,23.56,11.72,79.5,0.01,7,2,NA,NA,NA
Sminthopsis_murina,0,NA,NA,NA,2,17,12.5,70.63,NA,8,2,NA,NA,NA
Sminthopsis_ooldea,0,NA,NA,NA,3,12.19,20.87,69.8,NA,7.24,NA,NA,NA,NA
Sminthopsis_psammophila,0,NA,NA,NA,5,33.5,NA,NA,NA,5.49,NA,NA,NA,NA
Sminthopsis_virginiae,0,NA,NA,NA,5.3,35.24,16.31,89.49,NA,4.11,NA,NA,NA,NA
Sminthopsis_youngsoni,0,NA,NA,NA,5.3,11.14,NA,NA,NA,5.49,NA,NA,NA,NA
Solenodon_cubanus,0,NA,NA,NA,6.5,824.62,NA,NA,NA,1.5,3,NA,NA,NA
Solenodon_paradoxus,0,NA,NA,NA,12.1,899.99,64.8,74.71,89.99,1.64,2,NA,NA,NA
Solomys_ponceleti,0,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA
Solomys_salebrosus,0,NA,NA,NA,NA,397,NA,NA,NA,NA,NA,NA,NA,NA
Sorex_alpinus,0,NA,NA,NA,1.3,8.04,NA,NA,NA,5.95,NA,NA,NA,NA
Sorex_araneus,0,NA,NA,NA,3.2,9.18,21.5,21.43,0.42,6.56,2,325.7625,842.2375,0.216684724
Sorex_arcticus,0,NA,NA,NA,1.5,8.19,17,NA,NA,6.69,1.9,365,182.5,1.052631579
Sorex_arizonae,0,NA,NA,NA,NA,2.7,NA,NA,NA,NA,1,NA,NA,NA
Sorex_bairdi,0,NA,NA,NA,NA,8.33,NA,NA,NA,4.8,NA,NA,NA,NA
Sorex_bendirii,0,NA,NA,NA,NA,15.76,NA,NA,NA,5,NA,NA,NA,NA
Sorex_caecutiens,0,NA,NA,NA,3,6.3,NA,NA,NA,7.24,3,NA,NA,NA
Sorex_cinereus,0,NA,NA,NA,1.917,4.2,18.11,19.88,0.28,6.49,2.18,153.70584,545.99916,0.306651008
Sorex_coronatus,0,NA,NA,NA,1.666666667,9.32,23.99,29.8,0.59,4.94,2.75,NA,NA,NA
Sorex_daphaenodon,0,NA,NA,NA,NA,8.1,NA,NA,NA,5.99,NA,NA,NA,NA
Sorex_dispar,0,NA,NA,NA,NA,4.99,NA,NA,NA,4.18,NA,NA,NA,NA
Sorex_fumeus,0,NA,NA,NA,1.416666667,7.83,21,NA,NA,5.49,2,304.1666667,212.9166667,0.857142857
